Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,
2012,Lumdiengiri,India,25.580833,91.873611,Facility-Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Police Station,Firearms,Automatic Weapon,Hynniewtrep National Liberation Council (HNLC),"The specific motive is unknown; however, in a statement, the Hynniewtrep National Liberation Council (HNLC) claimed that this attack was a small, symbolic gesture. Police officials speculated that the attack was simply a show of strength designed to remind the public of the HNLC's continued existence.","07/02/2012: Assailants attacked a police station in Lumdiengiri area, Meghalaya state, India. One person sustained injuries in the attack. The Hynniewtrep National Liberation Council (HNLC) claimed responsibility for the incident on a social networking website.",
2012,Madakapodur,India,18.363526,81.895253,Facility-Infrastructure Attack,Government (General),Politician or Political Party Movement/Meeting/Rally,Former Sarpanch: Ganggadhar Chalana,Firearms,Unknown Gun Type,Maoists,A letter left by Maoists near the corpse of slain tribal leader Ganggadhar Chalana stated that the victim was killed after being identified as a police informant.,"07/05/2012: Assailants abducted a former sarpanch, Ganggadhar Chalana, in Madakapodur area of Malkangiri district, Odisha state, India. The attackers took Chalana from his home before slitting his throat and shooting him. Chalana's body was found on July 6, 2012. Maoists left a note with the body, stating that they targeted Chalana because they suspected him of being a police informant.",
2012,Balimela,India,18.225234,82.06208,Facility-Infrastructure Attack,Business,Construction,Construction Vehicles,Incendiary,Gasoline or Alcohol,Maoists,"Maoists left behind a number of leaflets and posters at the site of the attack, which claimed that a recent alleged tribal massacre by police in the Dantewada district of the state of Chhattisgarh was the specific motive behind the incident.  The group also cited a lack of government spending on basic amenities in the tribal areas and issued a number of demands, including an end to Operation Green Hunt, the total withdrawal of central government forces, and an end to construction of the Ranchi-Vijayawada corridor, among others.","07/08/2012: Assailants set construction vehicles on fire in Balimela town, Odisha state, India. No casualties were reported, as the assailants evacuated the workers prior to the attack; however, at least three vehicles were set ablaze and badly damaged. Maoists left behind a number of leaflets and posters at the site of the arson, which stated that a recent alleged tribal massacre by police in the Dantewada district of Chhattisgarh state was the reason for the attack.",
2012,Bodocheka,India,19.357915,83.50702,Facility-Infrastructure Attack,Business,Construction,Road Construction Camp,Incendiary,Arson/Fire,Maoists,Maoists left behind posters at the scene of the attack on the construction camp indicating the group's opposition to the road construction work. Police sources speculated that the Maoists opposed the road construction because it would lead to easier movement of security forces.,"07/12/2012: Assailants attacked a construction company's camp in Bodocheka village, Odisha state, India. The assailants beat and injured two workers and set an excavator on fire. Maoists claimed responsibility for the attack on posters left at the scene citing their opposition to road construction in the area. Police believed that the Maoists opposed roadwork because it would facilitate the movement of security forces.",
2012,Sanaguchibhata,India,20.7167,83.4833,Facility-Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,Son of Leader: Sashiram Boi,Melee,Knife or Other Sharp Object,Communist Party of India - Maoist (CPI-Maoist),"Maoists left behind a poster after killing Sashiram Bhoi, the son of a ruling BJD leader, which accused him of ""exploiting naxals and misusing their name for his own benefit.""","07/11/2012: Assailants attacked the home of a leader of the Biju Janata Dal (BJD) political party in Sanaguchibhata village, Odisha state, India. The assailants tied the son of the leader to a pole, beat him with the butts of their guns, and then stabbed with a bayonet. He died in the attack. The Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident, stating that the victim had exploited them and misused their name.",
2012,Bodocheka,India,19.357915,83.50702,Facility-Infrastructure Attack,Business,Construction,Road Construction Camp,Incendiary,Arson/Fire,Maoists,Maoists left behind posters at the scene of the attack on the construction camp indicating the group's opposition to the road construction work. Police sources speculated that the Maoists opposed the road construction because it would lead to easier movement of security forces.,"07/13/2012: Assailants attacked a construction firm's camp in Bodocheka village, Odisha state, India. Two workers were injured in the attack. Maoists claimed responsibility for the attack, stating in leaflets left at the scene that they opposed the road construction work.",
2012,Kamlapur,India,17.405285,75.136718,Facility-Infrastructure Attack,Private Citizens & Property,Laborer (General)/Occupation Identified,Kishor Atram,Melee,Knife or Other Sharp Object,Maoists,"The specific motive is unknown; however, local village sources stated that Maoists abducted and murdered Kishor Atram because they suspected him of being a police informer.","07/18/2012: Assailants kidnapped a person from Kamlapur village, Maharashtra state, India. The target was suspected to be a police informant. The kidnappers killed the victim and dumped his body near the village on July 20, 2012. Maoists claimed responsibility for the abduction.",
2012,Malkangiri,India,18.363526,81.895253,Facility-Infrastructure Attack,Business,Construction,Excavator,Incendiary,Arson/Fire,Maoists,"The specific motive is unknown; however, a source noted that Maoists were opposed to road construction efforts in the region.","07/20/2012: Assailants set a road construction vehicle on fire in Malkangiri district, Odisha state, India. No casualties were reported in the attack. Maoists claimed responsibility for the incident.",
2012,East Garo Hills district,India,25.755953,90.677305,Facility-Infrastructure Attack,Educational Institution,Teacher/Professor/Instructor,Science Teacher: Dannybirth G. Momin,Firearms,Unknown Gun Type,Garo National Liberation Army,"The specific motive is unknown; however, sources speculated that the Garo National Liberation Army killed a teacher in the East Garo Hills district because the group believed that he was serving as a police informant.","07/20/2012: Assailants shot and killed a teacher believed to be a police informant in East Garo Hills district, Meghalaya state, India. No group claimed responsibility; however, source suspect that the Garo National Liberation Army (GNLA) was behind the attack.",
2012,Telibagh,India,24.284148,86.093731,Facility-Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Building,Explosives/Bombs/Dynamite,Land Mine,Communist Party of India - Maoist (CPI-Maoist),"Maoists left pamphlets at the scene of the attack which claimed that the attack was in response to the seizure of 40 acres of land by the government from villagers in Paparwatand for the Rs 33-crore project, a police construction project.","07/23/2012: Assailants detonated eight explosive devices at buildings in Telibagh village, Jharkhand state, India. The buildings were to be part of a security forces complex but were under construction at the time of the blasts. Two workers, who were asleep in the building, were killed and seven others injured during the attack. The Communist Party of India: Maoist (CPI-M) claimed responsibility for the incident in pamphlets left at the scene, stating that they had carried it out in retribution for the government's seizure of land.",
2012,Imphal,India,24.775708,93.939106,Facility-Infrastructure Attack,Government (General),"Government Personnel (excluding police, military)",Residence of Engineer: Puyam Birendra Singh,Explosives/Bombs/Dynamite,Grenade,Unknown,"The specific motive is unknown; however, sources suspected that the attack stemmed from the victim's refusal to accede to an extortion demand.","07/25/2012: Assailants threw a grenade at the residence of Puyam Birendra Singh in the Singjamei Mayenbam Leikai area of Imphal city, Manipur state, India. Singh, a government engineer, escaped the attack unharmed; however, Singh's vehicle was partially damaged in the blast. No group claimed responsibility for the incident; however, sources suspected that it stemmed from Singh's refusal to accede to an extortion demand.",
