Year,City,Country,latitude,longitude,attack type,Target Type,Target Sub Type,Target,Weapon Type,Weapon sub type,Terrorist Organization,motive,summary,,,,
2005,Tamparsingha,India,21.320179,84.260115,Armed Assault,Private Citizens & Property,0,Unknown,Firearms,Unknown Gun Type,Maoists,Unknown,"07/07/2005: Suspected Maoist rebels killed five civilians in the eastern Indian state of Orissa. As many as thirty rebels were involved in the attack, but no group claimed responsibility.",,,,
2005,Sopore,India,34.297849,74.470955,Armed Assault,Military,Paramilitary,Border Security Force (BSF),Explosives/Bombs/Dynamite,Grenade,Unknown,Unknown,"07/09/2005: Three Indian troops were injured in a grenade attack in the Indian state of Jammu and Kashmir. No one claimed responsibility for the attack, but authorities suspected rebels were to blame.",,,,
2005,Imphal,India,24.817011,93.936844,Armed Assault,Military,Paramilitary,Rajbir Singh,Explosives/Bombs/Dynamite,Other Explosive Type,People's Liberation Army (India),Unknown,"07/10/2005: In India, the armed wing of the Revolutionary Peopleﾒs Front claimed responsibility for a roadside bomb that killed two Assam Rifle members.",,,,
2005,Udhampur district,India,32.925224,75.135264,Armed Assault,Private Citizens & Property,Named Civilian,Mohammad Akhtar,Firearms,Unknown Gun Type,Unknown,Unknown,"07/19/2005: In Kashmir, six civilians were killed in their home by gunmen. The victims were all related. Islamic guerrillas were suspected to be responsible for the attack.",,,,
2005,Srinagar,India,34.073888,74.832243,Armed Assault,Military,Military Unit/Patrol/Convoy,Indian military convoy,Explosives/Bombs/Dynamite,Vehicle,Hizbul Mujahideen (HM),Unknown,"07/20/2005: Hizb-ul-Mujahidin attackers detonated a car bomb as a military convoy passed a stadium in Srinagar, a town in India's Jammu and Kashmir State, killing 8 people and injuring more than 16 more. The group claimed responsibility for the attack.",,,,
2005,Jaunpur,India,25.747333,82.68508,Armed Assault,Transportation,Train/Train Tracks/Trolley,The Delhi-bound Sharamjeevi Express (2391),Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,Unknown,"07/28/2005: A bomb exploded on a train near Jaunpur, India, killing seven people and injuring 50 others. Specific reports of damage were not given, and no one claimed responsibility for the attack.",,,,
2005,Srinagar,India,34.074084,74.809273,Armed Assault,Military,Paramilitary,Indian Border Security Force (BSF) soldiers,Firearms,Unknown Gun Type,Al-Mansoorian,Unknown,"07/29/2005: Militants in the Indian State of Jammu and Kashmir attacked a business center in the Budshah Chowk area, killing two people and injuring 18 more. The al-Mansoorian and Jamaat-ul Mujahideen groups claimed joint responsibility for the attack.",,,,
2005,Dub,India,32.850044,74.654682,Armed Assault,Private Citizens & Property,Religion Identified,"Hindus living the village of Dhoob, India",Melee,Knife or Other Sharp Object,Unknown,Unknown,07/29/2005: A group of suspected Islamic militants killed five Hindu villagers in an attack in the Dhoob village of Indiaﾒs Jammu and Kashmir State. The militants raided the village and then divided the residents into groups based on religious beliefs. No one claimed responsibility for the attack.,,,,
2005,Sanglow,India,33.778175,76.576171,Armed Assault,Private Citizens & Property,Named Civilian,"Aisha Bi, a woman living in Sanglow",Firearms,Unknown Gun Type,Unknown,Unknown,"08/02/2005: Suspected Islamic militants gunned down a woman, Aisha Bi, in her home in Sanglow village located in Indiaﾒs Jammu and Kashmir State. No group claimed responsibility for the attack.",,,,
2005,Nandihal,India,34.257778,74.368889,Armed Assault,Private Citizens & Property,Named Civilian,"Isha Begum, a woman living in the Nandiyal area",Firearms,Unknown Gun Type,Unknown,Unknown,"08/02/2005: Suspected Islamic militants abducted then killed a woman, Isha Begum, in the Nandiyal area of Indiaﾒs Jammu and Kashmir State. No group claimed responsibility for the attack.",,,,
2005,Unknown,India,33.778175,76.576171,Armed Assault,Private Citizens & Property,Farmer,Farmer Bashir Ahmad Wani in Maniwaz-Kakipora,Firearms,Unknown Gun Type,Unknown,Unknown,"08/02/2005: Suspected Islamic militants shot and killed a farmer, Bashir Ahmad Wani, in Maniwaz-Kakipora, India as he was returning to his home. No group claimed responsibility for the attack.",,,,
2005,Sayiwan,India,34.532834,74.413723,Armed Assault,Private Citizens & Property,Named Civilian,"Sain Gujjar, a resident of Sarwan",Firearms,Unknown Gun Type,Unknown,Unknown,"08/02/2005: Suspected Islamic militants kidnapped and killed a man, Sain Gujjar, from his house in Sarwan, India. His body was recovered later in the day from a nearby canal. No group claimed responsibility for the attack.",,,,
2005,Doda district,India,33.14575,75.548049,Armed Assault,Police,Police Security Forces/Officers,A policeman in Doda (District),Unknown,0,Unknown,Unknown,08/03/2005: Suspected Islamic militants kidnapped and later killed an Indian police officer in Indiaﾒs Jammu and Kashmir State. No group claimed responsibility for the murder.,,,,
2005,Rajouri district,India,33.371715,74.315313,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",An Indian Army soldier in Rajouri (District),Melee,Knife or Other Sharp Object,Unknown,Unknown,08/03/2005: Suspected Islamic militants kidnapped and killed a soldier in the Indian Army in Indiaﾒs Jammu and Kashmir State. No group claimed responsibility for the attack.,,,,
2005,Guwahati,India,26.179222,91.753346,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians in Guwahati,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/06/2005: Suspected members of the United Liberation Front of Assam (ULFA) detonated two bombs in Guwahati, India. The two bombs resulted in three casualties. ULFA denied responsibility for the attack.",,,,
2005,Guwahati,India,26.179222,91.753346,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians in Guwahati,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/06/2005: Suspected members of the United Liberation Front of Assam (ULFA) detonated two bombs in Guwahati, India. The two bombs resulted in three casualties. ULFA denied responsibility for the attack.",,,,
2005,Tinsukia district,India,27.492191,95.346775,Armed Assault,Transportation,Bridge/Car Tunnel,A steel bridge in Tinsukia (District),Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: Members of the United Liberation Front of Assam (ULFA) claimed responsibility for the bombing of a steel bridge in Tinsukia (District), India. No one was injured in the bombing.",,,,
2005,Tinsukia district,India,27.492191,95.346775,Armed Assault,Transportation,Bridge/Car Tunnel,A steel bridge in Tinsukia (District),Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: Members of the United Liberation Front of Assam (ULFA) claimed responsibility for the bombing of a steel bridge in Tinsukia (District), India. No one was injured in the bombing.",,,,
2005,Boko,India,25.97796,91.235629,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians in Boko,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: Suspected members of the United Liberation Front of Assam (ULFA) detonated a bomb in a market in Boko, India, killing four people and injuring at least nine others. The group later denied any involvement in the attack.",,,,
2005,Sivasagar,India,26.980167,94.630267,Armed Assault,Utilities,Oil,Oil India Limited pipeline in Sibasagar,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: 15 United Liberation Front of Assam (ULFA) militants bombed a crude oil pipeline in Sibasagar, India, later claiming responsibility for the attack. The militants planted four bombs causing significant damage to the pipeline.",,,,
2005,Unknown,India,26.200604,92.937574,Armed Assault,Utilities,Gas,Assam Gas Company gas pipeline near Guwahati,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: Members of the United Liberation Front of Assam (ULFA) bombed a gas pipeline in Assam State, India, later claiming responsibility for the attack.",,,,
2005,Duliajan,India,27.35766,95.32143,Armed Assault,Utilities,Oil,Oil India Limited pipeline in Duliajan,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: United Liberation Front of Assam (ULFA) members bombed an oil pipeline in Duliajan, India, later claiming responsibility for the attack.",,,,
2005,Narengi,India,26.180486,91.832849,Armed Assault,Utilities,Electricity,An Assam State Electricity Board (ASEB) power substation in Narengi,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: United Liberation Front of Assam (ULFA) militants bombed a power transformer in Narengi, India, leading to a temporary power breakdown in several towns in Eastern Assam state. No one was harmed in the attack. ULFA claimed responsibility for the bombing.",,,,
2005,Narengi,India,26.180486,91.832849,Armed Assault,Utilities,Electricity,An Assam State Electricity Board (ASEB) power substation in Narengi,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: United Liberation Front of Assam (ULFA) members bombed a power transformer in Narengi, India, leading to a temporary power breakdown in several towns in Eastern Assam. No one was harmed in the attack. ULFA claimed responsibility for the bombing.",,,,
2005,Narengi,India,26.180486,91.832849,Armed Assault,Utilities,Electricity,An Assam State Electricity Board (ASEB) power substation in Narengi,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: United Liberation Front of Assam (ULFA) militants bombed a bombed a power transformer in Narengi, India, leading to a temporary power breakdown in several towns in Eastern Assam. ULFA claimed responsibility for the bombing.",,,,
2005,Nagaon district,India,26.346371,92.684043,Armed Assault,Transportation,Train/Train Tracks/Trolley,Railway tracks between Lanka and Dhalpukhuri,Explosives/Bombs/Dynamite,Unknown Explosive Type,United Liberation Front of Assam (ULFA),Unknown,"08/07/2005: United Liberation Front of Assam (ULFA) militants planted a bomb on rail tracks in Nagaon (District), India. The device was discovered and defused before it exploded. ULFA claimed responsibility for the attempted bombing.",,,,
2005,Jorhat,India,26.750085,94.219062,Armed Assault,Educational Institution,School/University/Educational Building,A School in Jorat,Explosives/Bombs/Dynamite,Time Fuse,Unknown,Unknown,"08/08/2005: Police defused a powerful explosive device shortly before the set detonation time near a school in Jorhat, India. No group claimed responsibility for the attempted bombing.",,,,
2005,Karimnagar,India,18.436781,79.129821,Armed Assault,Transportation,Bus Station/Stop,A bus station in Karimnagar,Explosives/Bombs/Dynamite,Time Fuse,Lashkar-e-Taiba (LeT),Unknown,"08/09/2005: Two suspected Maoists detonated at least one bomb at a bus station in Karimnagar, India, injuring at least 20 people. The Maoists, however, denied having had any involvement in the attack. Lashkar-e Taiba members were also suspected in the attack. No group claimed responsibility for the bombing.",,,,
